 ,X,Y
1,214.500,199.500
2,211.643,204.357
3,212.250,207.750
4,213.167,212.167
5,216.750,218.500
6,327.500,217.000
7,227.500,223.900
8,223.500,223.500
9,228.000,227.500
10,299.500,227.500
11,297.000,228.500
12,313.398,241.031
13,355.500,237.500
14,351.500,240.000
15,341.500,240.500
16,345.500,240.500
17,336.500,243.167
18,344.278,243.056
19,328.000,245.500
20,362.667,266.667
21,325.236,268.431
22,348.500,267.500
23,353.500,267.955
24,358.500,267.500
25,356.500,302.000
