 ,X,Y
1,241.500,192.500
2,352.250,232.250
3,344.170,262.141
4,323.500,256.500
5,361.500,260.000
6,364.500,264.500
7,364.500,267.500
8,326.250,269.250
9,329.500,268.500
10,331.167,270.167
11,333.500,269.500
12,339.500,270.000
13,335.167,271.167
