 ,X,Y
1,330.000,242.500
2,287.500,263.500
3,298.233,265.967
4,321.500,265.500
5,328.773,266.182
6,313.750,266.750
7,343.125,268.625
8,327.500,268.500
9,343.500,279.500
10,337.500,282.500
11,340.500,286.000
12,334.500,287.500
13,330.900,291.300
14,335.500,290.500
