 ,X,Y
1,199.000,223.500
2,198.962,228.731
3,199.000,235.000
4,337.500,283.500
5,341.000,285.000
6,307.500,286.500
7,331.500,286.500
8,365.000,295.500
9,361.500,296.500
10,313.500,302.500
11,318.000,302.833
